,Name,Latitude,Longitude,Current Temp,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
321,Charlestown,-32.95,151.6667,69.37,71.73,86,92,1.01,AU,1710171033
322,Huntsville,34.7304,-86.5861,49.21,52.36,38,0,5.99,US,1710171113
323,Nantucket,41.2835,-70.0995,39.34,41.14,52,0,26.46,US,1710171114
324,Kapuskasing,49.4169,-82.4331,21.2,21.2,63,100,4.61,CA,1710171114
325,Kratié,12.4881,106.0188,86.16,86.16,43,47,3.71,KH,1710171114
326,Iba,15.3667,120.0333,76.73,76.73,78,100,6.04,PH,1710171114
327,Vorkuta,67.5,64.0,-17.25,-17.25,100,95,4.97,RU,1710171114
328,Hutchinson Island South,27.2995,-80.2205,71.42,76.01,63,0,17.0,US,1710171115
329,Naze,28.3667,129.4833,61.72,61.72,83,100,27.56,JP,1710171115
330,Hawaiian Paradise Park,19.5933,-154.9731,66.4,67.03,93,20,4.61,US,1710171115
331,Khārk,29.2614,50.3306,73.42,73.42,46,75,6.91,IR,1710171115
332,Mikkeli,61.6886,27.2723,35.71,35.71,55,0,4.61,FI,1710171115
333,Amursk,50.2261,136.8994,16.99,16.99,92,100,6.08,RU,1710171115
334,Iranshahr,27.2025,60.6848,77.34,77.34,29,20,4.61,IR,1710171176
335,Mergen,49.1833,125.2167,7.84,7.84,94,92,5.35,CN,1710171176
336,Fort McMurray,56.7268,-111.381,26.11,26.19,80,0,6.91,CA,1710171014
337,Ruska Poliana,49.417,31.9201,33.87,33.87,51,46,9.71,UA,1710171176
338,Kavieng,-2.5744,150.7967,80.51,80.51,85,100,13.71,PG,1710171177
339,Dorado,18.4588,-66.2677,87.33,90.46,65,0,1.99,PR,1710171177
340,Aykhal,66.0,111.5,6.28,6.28,97,100,2.01,RU,1710171177
341,Hasaki,35.7333,140.8333,46.8,46.8,60,100,18.86,JP,1710171177
342,Kayyerkan,69.3786,87.7439,-13.4,-13.4,98,100,4.5,RU,1710171177
343,Lata,40.1629,-8.3327,58.89,59.07,63,97,6.85,PT,1710171178
344,Bikenibeu Village,1.3673,173.1241,80.56,80.56,94,100,12.66,KI,1710171178
345,Moanda,-1.5575,13.2178,95.23,95.23,51,84,2.51,GA,1710171178
346,Woolgoolga,-30.1106,153.2007,66.07,66.07,62,94,6.96,AU,1710171178
347,Mbanza-Ngungu,-5.25,14.8667,81.1,81.1,77,99,3.06,CD,1710171178
348,Santana,-0.0583,-51.1817,84.38,84.38,74,75,10.36,BR,1710171178
349,Daru,-9.0763,143.2092,78.42,78.42,92,100,15.05,PG,1710171179
350,Fang,19.9169,99.2145,74.44,74.44,26,9,1.74,TH,1710171179
351,Nadym,65.5333,72.5167,-12.86,-12.86,99,94,4.25,RU,1710171179
352,Lerwick,60.1545,-1.1494,42.8,42.8,82,100,13.15,GB,1710171179
353,Hirara,24.8,125.2833,64.67,64.67,94,75,28.77,JP,1710171179
354,Zouérat,22.7187,-12.4521,79.97,79.97,19,98,8.55,MR,1710171179
355,Panji,-7.7253,114.0995,77.13,77.13,90,100,2.19,ID,1710171180
356,Loukhi,66.0764,33.0381,23.49,23.49,95,44,4.29,RU,1710171180
357,Pangody,65.85,74.4859,-11.51,-11.51,100,99,3.6,RU,1710171180
358,Afaahiti,-17.75,-149.2833,76.87,76.87,83,83,7.74,PF,1710171181
359,Cologne,50.9333,6.95,48.02,50.74,89,75,4.61,DE,1710171181
360,Uddevalla,58.3478,11.9424,38.59,39.56,72,24,5.01,SE,1710171181
361,Ancud,-41.8697,-73.8203,58.05,58.05,87,100,13.09,CL,1710171117
362,Amga,60.8953,131.9608,-12.14,-12.14,100,99,1.16,RU,1710171182
363,Gizo Government Station,-8.103,156.8419,81.32,81.32,85,100,7.87,SB,1710171182
364,Sinabang,2.4803,96.3801,81.32,81.32,81,40,5.53,ID,1710171182
365,Lichinga,-13.3128,35.2406,78.89,78.89,65,75,4.61,MZ,1710171182
366,Puerto Carreño,6.189,-67.4859,89.58,89.58,62,20,3.44,CO,1710171183
367,Hokuto,41.8848,140.639,39.22,39.22,87,100,3.44,JP,1710171183
368,Coyhaique,-45.5752,-72.0662,55.35,56.01,71,75,5.75,CL,1710171184
369,Basco,20.4487,121.9702,78.08,78.08,83,1,15.26,PH,1710171184
370,Florence,43.7667,11.25,55.06,57.67,74,40,10.36,IT,1710170661
371,Udachny,66.4167,112.4,7.45,7.45,84,100,1.7,RU,1710171184
372,Harrington Park,40.9837,-73.9799,42.58,45.59,52,20,29.93,US,1710171184
373,Ola,59.5833,151.2833,10.15,10.15,90,100,6.62,RU,1710171185
374,Velika Kladuša,45.1894,15.8117,46.74,46.74,89,100,8.7,BA,1710171185
375,Gulf Shores,30.246,-87.7008,57.88,59.18,46,0,6.91,US,1710171186
376,Yashkul',46.1711,45.3435,32.25,32.25,57,14,11.9,RU,1710171186
377,Gävle,60.6745,17.1417,32.38,32.92,87,38,3.0,SE,1710171186
378,Karabük,41.2049,32.6277,53.42,53.42,61,48,0.78,TR,1710171186
379,Ephraim,39.3597,-111.5863,43.81,44.26,64,100,2.62,US,1710171186
380,Tabou,4.423,-7.3528,86.7,86.7,71,100,10.49,CI,1710171187
381,Necochea,-38.5473,-58.7368,78.42,78.42,61,61,16.22,AR,1710171187
382,San Julián,21.0167,-102.1667,66.34,66.34,35,2,4.12,MX,1710171247
383,Tortosa,40.8125,0.5216,63.25,63.25,41,12,32.14,ES,1710171248
384,Weno,7.4515,151.8468,80.92,80.92,70,99,24.58,FM,1710171248
385,Saldanha,-33.0117,17.9442,75.25,75.25,87,37,15.9,ZA,1710171249
386,Fortaleza,-3.7227,-38.5247,87.49,87.93,83,40,8.05,BR,1710171249
387,Pathein,16.7833,94.7333,74.46,74.46,70,8,8.41,MM,1710171249
388,Sinj,43.7036,16.6394,47.3,51.69,89,99,3.74,HR,1710171249
389,Prince George,53.9166,-122.753,32.25,34.63,86,100,5.75,CA,1710171198
390,Bowen,-20.0167,148.2333,76.93,76.93,79,93,15.41,AU,1710171162
391,Manokwari,-0.8667,134.0833,78.46,78.46,85,100,4.59,ID,1710171250
392,East Ballina,-28.8667,153.5833,64.8,64.8,70,71,11.9,AU,1710171250
393,Kavaratti,10.5669,72.642,83.26,83.26,66,20,9.17,IN,1710171250
394,Nobres,-14.7203,-56.3275,94.44,94.44,50,100,3.02,BR,1710171250
395,Bubaque,11.2833,-15.8333,79.16,79.16,68,3,18.99,GW,1710171250
396,Ormara,25.2088,64.6357,73.74,73.74,76,0,13.85,PK,1710171251
397,Bikaner,28.0167,73.3,76.32,76.32,21,0,6.89,IN,1710171251
398,Moyynkum,44.2914,72.9469,47.97,47.97,70,24,7.7,KZ,1710171251
399,Tārānagar,28.6709,75.0351,77.36,77.36,20,0,9.26,IN,1710171251
400,Rawson,-43.3002,-65.1023,72.95,72.95,34,83,6.93,AR,1710171049
401,Byron Bay,-28.65,153.6167,64.71,64.71,76,74,11.39,AU,1710171095
402,Tarrafal de São Nicolau,16.5667,-24.3667,71.26,71.26,69,42,9.46,CV,1710171252
403,Al Qubbah,32.7616,22.2424,65.55,65.55,26,1,19.22,LY,1710171252
404,Tinajo,29.0788,-13.7081,72.48,72.48,40,20,11.5,ES,1710171252
405,Greenville,35.6127,-77.3663,50.32,51.13,34,0,9.22,US,1710170541
406,Bhadarwāh,32.9833,75.7167,48.33,48.33,69,89,4.07,IN,1710171252
407,Sechura,-5.5569,-80.8222,83.05,83.05,56,97,8.66,PE,1710171253
408,Cockburn Town,21.4612,-71.1419,77.59,77.59,78,0,3.49,TC,1710171253
409,Uglich,57.5275,38.3317,30.06,30.06,91,100,12.8,RU,1710171253
410,Bairnsdale,-37.8333,147.6167,71.06,71.06,67,31,6.46,AU,1710171253
411,San Luis de la Loma,17.2706,-100.8939,91.69,91.69,25,1,3.91,MX,1710171253
412,Zuwārah,32.9312,12.082,68.29,68.29,45,0,10.29,LY,1710171254
413,Bathsheba,13.2167,-59.5167,84.81,84.81,74,40,16.11,BB,1710171254
414,Mont-Tremblant,46.1949,-74.6264,25.68,26.19,80,100,3.44,CA,1710171254
415,Ain Sukhna,29.6002,32.3167,68.83,68.83,30,0,10.18,EG,1710171254
416,Vila Franca do Campo,37.7167,-25.4333,64.89,64.89,99,100,20.94,PT,1710171254
417,Calvinia,-31.4707,19.776,93.22,93.22,12,0,16.15,ZA,1710171254
418,Val-d'Or,48.1002,-77.7828,19.49,19.49,73,20,13.8,CA,1710171255
419,Berdigestyakh,62.0989,126.6992,-14.06,-14.06,100,94,3.78,RU,1710171255
420,Mersin Province,36.862,34.6509,54.93,54.93,74,19,2.51,TR,1710171255
421,Prieska,-29.6641,22.7474,99.59,99.59,7,0,7.25,ZA,1710171255
422,Tambura,5.6,27.4667,94.08,94.08,25,60,2.48,SS,1710171255
423,I-n-Salah,27.1935,2.4607,84.0,84.0,15,7,7.87,DZ,1710171255
424,Ambovombe,-25.1667,46.0833,78.46,78.46,81,43,6.06,MG,1710171256
425,Farah,32.5,62.5,62.73,62.73,41,1,4.12,AF,1710171256
426,Korla,41.7597,86.1469,48.65,48.65,43,100,4.29,CN,1710171256
427,Trinity Beach,-16.7888,145.6968,76.55,78.01,93,75,12.66,AU,1710171256
428,Tambopata,-12.7333,-69.1833,85.89,85.89,79,75,6.91,PE,1710171256
429,Coquimbo,-29.9533,-71.3436,67.73,67.73,68,40,8.05,CL,1710171257
430,Dongcun,36.7767,121.1597,40.15,40.15,91,2,9.26,CN,1710171257
431,Yreka,41.7354,-122.6345,33.73,37.31,91,20,4.61,US,1710170967
432,Florø,61.5996,5.0328,42.76,46.47,52,0,5.75,NO,1710171317
433,Mandera,3.9366,41.867,96.53,96.53,14,15,9.37,KE,1710171317
434,Nuuk,64.1835,-51.7216,27.21,27.21,80,20,4.61,GL,1710171317
435,Imperatriz,-5.5264,-47.4917,87.85,87.85,70,40,2.3,BR,1710171318
436,Raja,8.4596,25.678,99.66,99.66,9,20,6.49,SS,1710171318
437,South Hedland,-20.4089,118.5983,84.13,84.13,79,48,10.36,AU,1710171318
438,Copiapó,-27.3667,-70.3333,62.29,62.29,38,3,6.91,CL,1710171111
439,Kayes,14.0,-11.0,105.28,105.28,8,25,9.08,ML,1710171318
440,Ratnagiri,16.9833,73.3,77.31,77.31,72,3,10.58,IN,1710171319
441,Batticaloa,7.7102,81.6924,80.35,80.35,73,63,8.43,LK,1710171319
442,Edmundston,47.3737,-68.3251,33.46,34.75,83,100,12.66,CA,1710171319
443,Arvayheer,46.2639,102.775,27.27,27.27,42,100,1.28,MN,1710171319
444,Huntingdon,52.3305,-0.1865,45.79,47.44,87,100,3.0,GB,1710171319
445,Onega,63.9061,38.1404,30.9,30.9,88,100,9.82,RU,1710171320
446,Tilcara,-23.5776,-65.3509,67.06,67.06,56,23,5.66,AR,1710171320
447,Adrar,20.5022,-10.0711,83.44,83.44,14,99,9.37,MR,1710171320
448,Sinzheim,48.7637,8.1666,56.19,58.23,59,0,8.05,DE,1710171320
449,Kharp,66.8014,65.8081,-15.07,-15.07,92,53,6.98,RU,1710171320
450,Swakopmund,-22.6833,14.5333,65.98,77.85,84,70,5.99,NA,1710171321
451,Whangarei,-35.7317,174.3239,64.08,64.08,83,98,6.31,NZ,1710171321
452,Pavlodar,52.3,76.95,22.8,22.8,74,40,11.18,KZ,1710171321
453,Delījān,33.9905,50.6838,43.36,43.36,76,100,3.58,IR,1710171321
454,Tralee,52.2704,-9.7026,52.05,52.05,66,75,9.22,IE,1710171321
455,Riverside,33.7333,-116.0508,56.46,57.88,34,0,5.75,US,1710171207
456,Fort St. John,56.2499,-120.8529,24.69,24.69,100,75,10.36,CA,1710171036
457,Baganga,7.5739,126.56,76.26,76.26,84,86,6.91,PH,1710171322
458,Igarapava,-20.0383,-47.7469,86.92,86.92,35,77,5.75,BR,1710171322
459,Hastings,50.8552,0.5729,46.38,47.98,87,100,12.35,GB,1710171322
460,Chilecito,-29.1619,-67.4974,85.42,85.42,54,9,6.2,AR,1710171072
461,Krasnyy Chikoy,50.3643,108.7512,12.2,12.2,97,83,2.53,RU,1710171322
462,Chibougamau,49.9168,-74.3659,19.02,19.02,86,100,13.8,CA,1710171224
463,Scarborough,54.2797,-0.4044,42.73,44.65,90,100,1.99,GB,1710171323
464,Beledweyne,4.7358,45.2036,96.51,96.51,23,18,13.04,SO,1710171323
465,Saint-Joseph,-21.3667,55.6167,82.78,82.78,85,42,10.2,RE,1710171323
466,Cannonvale,-20.2833,148.7,79.99,79.99,79,66,19.55,AU,1710171324
467,Dali,25.7,100.1833,52.36,52.36,37,0,5.28,CN,1710171324
468,Kaédi,16.1465,-13.5047,101.3,101.3,10,68,11.32,MR,1710171324
469,Antsiranana,-12.2787,49.2917,83.16,83.16,65,20,11.5,MG,1710171220
470,Zhigalovo,54.8097,105.1578,14.31,14.31,99,86,3.4,RU,1710171325
471,Sinop Province,41.7711,34.8709,43.41,43.41,82,44,4.21,TR,1710171325
472,Chilmāri,25.5559,89.6715,74.48,74.48,32,2,5.82,BD,1710171325
473,Monrovia,6.3005,-10.7969,92.97,92.97,73,90,12.19,LR,1710171325
474,Port Lincoln,-34.7333,135.8667,70.27,70.27,73,96,5.75,AU,1710171326
475,Guarapari,-20.6667,-40.4975,83.89,83.89,84,49,7.9,BR,1710171301
476,Ciudad Constitución,25.0369,-111.6644,66.07,66.07,38,99,1.92,MX,1710171326
477,Bhamo,24.2667,97.2333,68.49,68.49,31,0,1.14,MM,1710171326
478,Kayangel,8.0823,134.7173,81.03,81.03,81,97,22.3,PW,1710171327
479,Santiago de Cao,-7.9589,-79.2392,73.53,73.53,83,96,10.36,PE,1710171327
480,Vakarai,55.6035,23.8213,39.72,39.72,52,36,11.65,LT,1710171387
481,El Porvenir,13.7617,-87.3458,79.93,79.93,32,2,7.7,HN,1710171387
482,Trashi Yangtse,27.6116,91.498,50.7,50.7,73,50,2.8,BT,1710171387
483,Acheng,45.5454,126.977,16.52,16.52,97,24,1.77,CN,1710171388
484,Sarh,9.1429,18.3923,106.93,106.93,6,100,6.15,TD,1710171388
485,San Carlos del Zulia,9.0,-71.9135,94.5,94.5,47,70,1.79,VE,1710171388
486,Traiguén,-38.25,-72.6833,71.87,71.87,31,0,8.97,CL,1710171388
487,Kuala Belait,4.5833,114.1833,78.96,78.96,86,9,10.67,BN,1710171388
488,Polyarnyye Zori,67.3661,32.4981,27.99,27.99,96,94,2.59,RU,1710171389
489,Honiara,-9.4333,159.95,78.8,78.8,92,100,2.64,SB,1710171389
490,Nagqu Prefecture,31.5,92.0,34.93,34.93,30,100,14.58,CN,1710171389
491,Xining,36.6167,101.7667,36.3,36.3,38,41,0.94,CN,1710171389
492,Mount Pearl,47.5166,-52.7813,31.78,32.95,97,100,19.57,CA,1710171381
493,Kodinsk,58.6881,99.1844,22.44,22.44,98,72,4.05,RU,1710171390
494,Mejit,10.2753,170.8646,80.2,80.2,83,97,23.85,MH,1710171390
495,Fukuechō,32.6881,128.8419,53.28,53.28,91,100,6.85,JP,1710171390
496,Springbok,-29.6643,17.8865,89.76,89.76,18,0,10.89,ZA,1710171390
497,Keban,38.7978,38.7336,48.79,48.79,50,9,4.85,TR,1710171391
498,Diapaga,12.0708,1.7889,107.4,107.4,8,100,8.61,BF,1710171391
499,Aden,12.7794,45.0367,81.37,81.37,80,3,12.82,YE,1710171391
500,Mathba,22.2855,89.9629,70.14,70.14,49,1,4.34,BD,1710171392
501,Tres Palos,18.1833,-101.6167,85.91,85.91,32,0,2.59,MX,1710171392
502,Ishikawa,26.4233,127.8214,67.03,67.96,89,100,18.1,JP,1710171392
503,Dombarovskiy,50.7587,59.5386,12.99,12.99,96,64,7.0,RU,1710171392
504,Saïda,34.8303,0.1517,56.98,56.98,52,17,20.07,DZ,1710171393
505,Munford,35.4492,-89.8151,55.02,58.86,43,0,4.61,US,1710171393
506,Cidreira,-30.1811,-50.2056,76.33,76.33,61,0,9.64,BR,1710171393
507,Mont-Dore,-22.2833,166.5833,79.0,79.0,99,100,15.21,NC,1710171393
508,Paracuru,-3.41,-39.0306,87.12,87.12,65,84,7.7,BR,1710171393
509,Port Saint John's,-31.6229,29.5448,81.77,81.77,77,0,16.42,ZA,1710171394
510,Tanout,14.9709,8.8879,100.69,100.69,7,89,15.21,NE,1710171394
511,Sos'va,59.1766,61.8558,9.05,9.05,96,100,4.0,RU,1710171394
512,Georgiyevka,43.0369,74.7114,42.84,42.84,75,0,4.47,KZ,1710171394
513,Kruisfontein,-34.0033,24.7314,77.88,77.88,79,0,18.68,ZA,1710171394
514,Margate,51.3813,1.3862,46.31,47.89,90,100,5.99,GB,1710170972
515,Altay,47.8667,88.1167,27.05,27.05,89,99,4.56,CN,1710171395
516,Pampierstad,-27.7832,24.6877,96.49,96.49,17,39,13.98,ZA,1710171395
517,Tucupita,9.0622,-62.051,95.79,95.79,35,63,5.75,VE,1710171395
518,Salinópolis,-0.6136,-47.3561,77.72,77.72,93,100,4.27,BR,1710171395
519,Omdurman,15.6445,32.4777,99.77,99.77,6,72,11.14,SD,1710171395
520,Marquette,46.5333,-87.6335,42.64,45.03,39,100,8.01,US,1710171396
521,Opuwo,-18.0607,13.84,88.48,88.48,34,54,12.66,NA,1710171396
522,Carnaíba,-8.7,-37.6667,94.46,94.46,33,90,3.22,BR,1710171396
523,Qaisumah,28.3112,46.1273,76.96,76.96,23,0,14.97,SA,1710171396
524,Sona,45.4388,10.8255,58.32,61.23,55,0,12.66,IT,1710171396
525,Xiongzhou,25.1167,114.3,56.34,56.34,94,0,0.25,CN,1710171397
526,Gaspé,48.8334,-64.4819,30.42,30.42,100,100,16.11,CA,1710171397
527,Venice of the Philippines,4.6628,119.3928,81.84,81.84,78,83,11.79,PH,1710171397
528,Kuanda,56.3161,116.0806,8.87,8.87,92,99,0.69,RU,1710171458
529,Karratha,-20.7377,116.8463,83.16,83.16,69,3,11.7,AU,1710171458
530,Huarmey,-10.0681,-78.1522,78.31,78.31,73,48,10.6,PE,1710171458
531,Labrador City,52.9463,-66.9114,29.17,29.17,69,100,12.66,CA,1710171458
532,Sychëvka,55.8252,34.2736,28.69,28.69,85,100,5.14,RU,1710171458
533,Burang,30.25,81.1667,9.72,9.72,96,49,2.39,CN,1710171459
534,Tommot,58.9564,126.2925,-10.32,-10.32,98,94,2.95,RU,1710171459
535,Jesús María,-30.9815,-64.0942,84.51,88.79,63,39,14.25,AR,1710171459
536,Waingapu,-9.6567,120.2641,78.48,78.48,90,100,10.29,ID,1710171459
537,Coruripe,-10.1256,-36.1756,88.93,88.93,55,69,13.33,BR,1710171459
538,Arqalyk,50.2486,66.9114,9.77,9.77,99,100,6.17,KZ,1710171459
539,Chiroqchi,39.0336,66.5722,55.71,55.71,55,94,2.98,UZ,1710171460
540,Malango,-2.9627,119.9001,69.85,69.85,96,100,1.68,ID,1710171460
541,Arrondissement d'Arcachon,44.5875,-1.0519,55.44,55.45,82,75,16.11,FR,1710171460
542,Jalai Nur,49.45,117.7,1.13,1.13,97,31,3.42,CN,1710171460
543,Ginir,7.1333,40.7,70.27,70.27,39,25,7.29,ET,1710171460
544,Taro,-8.3862,115.28,70.86,71.6,95,100,2.55,ID,1710171461
545,Durban,-29.8579,31.0292,83.32,83.32,83,0,12.8,ZA,1710171461
546,Tarnogskiy Gorodok,60.4997,43.5761,28.9,28.9,94,100,7.74,RU,1710171461
547,Manta,-0.95,-80.7333,82.0,82.18,84,75,11.01,EC,1710171461
548,Huanggang,23.677,116.9996,55.29,55.29,87,0,6.38,CN,1710171461
549,Mpulungu,-8.7623,31.1141,75.72,75.72,83,91,1.99,ZM,1710171461
550,Demre,36.2537,29.9777,56.88,56.88,70,61,4.29,TR,1710171462
551,Selfoss,63.9331,-20.9971,38.05,38.05,52,5,10.8,IS,1710171462
552,Chachapoyas,-6.2317,-77.869,66.67,66.67,74,99,5.66,PE,1710171462
553,Cape Canaveral,28.4058,-80.6048,69.13,72.01,61,100,15.68,US,1710170930
554,Xiaoweizhai,26.1903,107.5125,53.37,53.37,78,6,1.43,CN,1710171462
555,Neyrīz,29.1988,54.3278,54.57,54.57,48,59,6.67,IR,1710171462
556,Faratsiho,-19.4,46.95,63.03,63.03,83,100,1.07,MG,1710171463
557,Beilen,52.8611,6.5123,48.69,49.89,83,100,4.85,NL,1710171463
558,Ierapetra,35.01,25.7353,65.14,65.14,62,9,8.01,GR,1710171463
559,Solnechnyy,50.7214,136.6319,14.04,14.04,95,100,5.95,RU,1710171463
560,Cururupu,-1.8283,-44.8683,87.73,87.73,66,99,5.7,BR,1710171463
561,Saint-Leu,-21.15,55.2833,83.26,83.26,85,18,7.07,RE,1710171463
562,Puerto Colombia,10.9878,-74.9547,86.09,86.09,74,77,24.16,CO,1710171464
563,Krasnogvardeyskoye,45.8456,41.5186,34.65,34.65,62,76,7.58,RU,1710171464
564,Queenstown,-31.8976,26.8753,91.18,91.18,16,1,2.68,ZA,1710171464
565,Dhidhdhoo,6.8833,73.1,83.48,83.48,73,3,6.8,MV,1710171464
566,Nikolayevsk-on-Amur,53.1406,140.73,-0.38,-0.38,98,100,1.41,RU,1710171464
567,Miyaly,48.8844,53.7836,25.77,25.77,94,91,19.51,KZ,1710171464
568,Baukau,51.5526,7.2042,46.31,49.05,94,100,8.34,DE,1710171465
569,Allāpalli,19.4167,80.0667,87.49,87.49,32,40,3.02,IN,1710171465
570,Wewak,-3.5534,143.6268,80.2,80.2,86,100,12.46,PG,1710171465
571,Znamenskoye,57.1281,73.8282,12.42,12.42,97,89,4.88,RU,1710171465
572,Bixby,35.942,-95.8833,57.0,60.33,47,0,11.5,US,1710171252
573,Prainha,-1.8,-53.48,83.84,83.84,69,100,3.2,BR,1710171465
574,Kununurra,-15.7667,128.7333,80.58,80.58,94,100,3.44,AU,1710171466
575,Gisborne,-38.6533,178.0042,62.24,62.24,80,95,4.88,NZ,1710171466
576,Dayr az Zawr,35.3359,40.1408,61.3,61.3,39,1,7.18,SY,1710171466
577,Bāgeshwar,29.85,79.7667,56.25,56.25,48,13,3.71,IN,1710171466
578,Schuyler,42.4167,-76.883,38.39,41.77,52,23,23.22,US,1710171526
579,Kiffa,16.6166,-11.4045,100.8,100.8,10,51,8.37,MR,1710171527
580,Tosontsengel,48.7567,98.2839,10.0,10.0,99,95,1.77,MN,1710171527
581,Al Arţāwīyah,26.5053,45.3444,71.94,71.94,17,0,18.75,SA,1710171527
582,Palmer,42.1584,-72.3287,36.95,39.51,56,69,8.01,US,1710171527
583,West Fargo,46.875,-96.9004,42.55,44.02,50,0,6.91,US,1710171406
584,Humberto de Campos,-2.5983,-43.4611,85.5,85.5,74,97,6.89,BR,1710171527
585,Tarawa,1.419,172.984,80.69,80.69,94,100,12.66,KI,1710171527
